Product_ID,Machine_ID,Machine_Status,Queue_Length,Processing_Time,Worker_Available,Shift,Material_Type,Temperature,Previous_Wait_Time,Current_Wait_Time,Next_Machine,Recommended_Machine,Expected_Waiting_Time,Worker_Status,Machine_Load,Shift_Code,Queue_Category,Temperature_Level,Bottleneck_Flag,Delay_Level
P0111,Lathe_M1,Overloaded,14,29,No,Morning,Bearing_Stainless,79,6,32,Packaging_Line,Polishing_M3,10,0,3,0,Medium,Hot,0,Medium
P0024,Grinding_M2,Maintenance,6,21,Yes,Morning,Bearing_Steel_Chrome,63,23,30,Assembly_M4,Grinding_M2,12,1,2,0,Medium,Warm,0,Medium
P0393,Grinding_M2,Overloaded,24,21,No,Evening,Bearing_Steel_Chrome,37,21,29,Grinding_M2,Assembly_M4,4,0,3,,High,Normal,1,Low
P0383,Assembly_M4,Idle,9,7,Yes,Evening,Ceramic_Hybrid,65,14,22,Polishing_M3,Polishing_M3,15,1,0,,Medium,Warm,0,Medium
P0037,Assembly_M4,Busy,3,26,No,Morning,Bearing_Stainless,58,16,12,Grinding_M2,Polishing_M3,8,0,1,0,Low,Warm,0,Low
P0295,Assembly_M4,Maintenance,16,23,No,Evening,Bearing_Steel_Chrome,66,10,41,Packaging_Line,Lathe_M1,6,0,2,,High,Warm,1,Low
P0495,Polishing_M3,Idle,19,30,No,Night,Bearing_Stainless,58,28,49,Grinding_M2,Assembly_M4,6,0,0,2,High,Warm,1,Low
P0433,Lathe_M1,Idle,4,37,No,Night,Bearing_Stainless,77,23,25,Grinding_M2,Assembly_M4,6,0,0,2,Low,Hot,0,Low
P0446,Polishing_M3,Overloaded,5,8,Yes,Evening,Bearing_Steel_Chrome,54,12,34,Grinding_M2,Lathe_M1,24,1,3,,Medium,Warm,0,High
P0272,Grinding_M2,Overloaded,22,13,No,Night,Ceramic_Hybrid,79,4,55,Polishing_M3,Grinding_M2,8,0,3,2,High,Hot,1,Low
P0053,Grinding_M2,Overloaded,4,40,Yes,Morning,Ceramic_Hybrid,48,7,6,Polishing_M3,Lathe_M1,20,1,3,0,Low,Normal,0,High
P0091,Assembly_M4,Maintenance,10,8,No,Night,Ceramic_Hybrid,39,7,58,Assembly_M4,Polishing_M3,17,0,2,2,Medium,Normal,0,Medium
P0078,Assembly_M4,Busy,23,42,No,Evening,Ceramic_Hybrid,75,26,6,Assembly_M4,Polishing_M3,15,0,1,,High,Hot,1,Medium
P0303,Lathe_M1,Overloaded,10,12,Yes,Evening,Bearing_Stainless,50,20,49,Packaging_Line,Lathe_M1,12,1,3,,Medium,Warm,0,Medium
P0030,Polishing_M3,Overloaded,4,10,Yes,Night,Bearing_Steel_Chrome,50,23,8,Packaging_Line,Assembly_M4,19,1,3,2,Low,Warm,0,Medium
P0298,Lathe_M1,Maintenance,19,37,Yes,Evening,Ceramic_Hybrid,44,18,16,Packaging_Line,Grinding_M2,15,1,2,,High,Normal,1,Medium
P0491,Lathe_M1,Maintenance,0,30,Yes,Evening,Ceramic_Hybrid,38,7,41,Grinding_M2,Grinding_M2,11,1,2,,Low,Normal,0,Medium
P0021,Grinding_M2,Maintenance,3,17,No,Night,Ceramic_Hybrid,67,4,37,Polishing_M3,Polishing_M3,6,0,2,2,Low,Warm,0,Low
P0191,Polishing_M3,Maintenance,17,14,No,Evening,Ceramic_Hybrid,29,24,14,Grinding_M2,Polishing_M3,12,0,2,,High,Normal,1,Medium
P0034,Polishing_M3,Busy,1,17,No,Evening,Bearing_Stainless,64,3,24,Polishing_M3,Polishing_M3,1,0,1,,Low,Warm,0,Low
P0042,Grinding_M2,Overloaded,4,13,No,Night,Ceramic_Hybrid,41,10,15,Packaging_Line,Grinding_M2,15,0,3,2,Low,Normal,0,Medium
P0305,Lathe_M1,Overloaded,23,42,No,Night,Bearing_Stainless,79,4,34,Polishing_M3,Lathe_M1,17,0,3,2,High,Hot,1,Medium
P0331,Assembly_M4,Overloaded,4,18,Yes,Evening,Bearing_Stainless,77,25,15,Polishing_M3,Grinding_M2,9,1,3,,Low,Hot,0,Low
P0175,Assembly_M4,Idle,1,16,Yes,Morning,Bearing_Steel_Chrome,59,4,5,Grinding_M2,Polishing_M3,8,1,0,0,Low,Warm,0,Low
P0433,Lathe_M1,Busy,21,33,No,Night,Bearing_Steel_Chrome,32,12,45,Packaging_Line,Grinding_M2,5,0,1,2,High,Normal,1,Low
P0084,Grinding_M2,Idle,13,34,No,Morning,Bearing_Stainless,59,22,41,Assembly_M4,Grinding_M2,5,0,0,0,Medium,Warm,0,Low
P0497,Assembly_M4,Overloaded,18,18,No,Morning,Ceramic_Hybrid,50,5,29,Polishing_M3,Polishing_M3,13,0,3,0,High,Warm,1,Medium
P0495,Assembly_M4,Idle,9,29,No,Night,Ceramic_Hybrid,42,9,12,Packaging_Line,Assembly_M4,7,0,0,2,Medium,Normal,0,Low
P0394,Polishing_M3,Maintenance,7,18,No,Morning,Bearing_Steel_Chrome,56,20,42,Polishing_M3,Polishing_M3,1,0,2,0,Medium,Warm,0,Low
P0027,Assembly_M4,Overloaded,22,19,Yes,Night,Ceramic_Hybrid,57,26,21,Grinding_M2,Polishing_M3,1,1,3,2,High,Warm,1,Low
P0043,Grinding_M2,Overloaded,14,6,No,Night,Bearing_Steel_Chrome,38,22,44,Packaging_Line,Lathe_M1,8,0,3,2,Medium,Normal,0,Low
P0485,Grinding_M2,Maintenance,18,43,No,Morning,Bearing_Stainless,75,7,10,Grinding_M2,Assembly_M4,3,0,2,0,High,Hot,1,Low
P0258,Polishing_M3,Idle,6,12,No,Morning,Bearing_Stainless,66,21,19,Polishing_M3,Lathe_M1,15,0,0,0,Medium,Warm,0,Medium
P0164,Lathe_M1,Overloaded,0,34,Yes,Morning,Bearing_Steel_Chrome,63,28,40,Assembly_M4,Assembly_M4,29,1,3,0,Low,Warm,0,High
P0357,Grinding_M2,Maintenance,5,37,No,Night,Bearing_Steel_Chrome,61,28,59,Grinding_M2,Lathe_M1,1,0,2,2,Medium,Warm,0,Low
P0132,Grinding_M2,Idle,3,26,No,Morning,Bearing_Stainless,26,11,9,Polishing_M3,Polishing_M3,27,0,0,0,Low,Normal,0,High
P0063,Lathe_M1,Idle,9,37,No,Night,Ceramic_Hybrid,78,7,17,Packaging_Line,Lathe_M1,15,0,0,2,Medium,Hot,0,Medium
P0057,Assembly_M4,Busy,3,28,Yes,Night,Bearing_Steel_Chrome,76,25,19,Assembly_M4,Assembly_M4,29,1,1,2,Low,Hot,0,High
P0001,Polishing_M3,Idle,7,9,No,Morning,Ceramic_Hybrid,53,16,8,Grinding_M2,Polishing_M3,12,0,0,0,Medium,Warm,0,Medium
P0035,Lathe_M1,Maintenance,12,6,No,Morning,Ceramic_Hybrid,51,20,55,Packaging_Line,Polishing_M3,4,0,2,0,Medium,Warm,0,Low
P0130,Lathe_M1,Overloaded,3,30,Yes,Evening,Bearing_Steel_Chrome,67,28,9,Grinding_M2,Polishing_M3,20,1,3,,Low,Warm,0,High
P0069,Lathe_M1,Overloaded,10,14,No,Night,Bearing_Steel_Chrome,64,7,10,Packaging_Line,Assembly_M4,8,0,3,2,Medium,Warm,0,Low
P0324,Grinding_M2,Idle,22,30,Yes,Night,Bearing_Stainless,70,12,16,Grinding_M2,Polishing_M3,26,1,0,2,High,Hot,1,High
P0104,Lathe_M1,Idle,12,44,Yes,Evening,Bearing_Stainless,42,26,37,Packaging_Line,Assembly_M4,15,1,0,,Medium,Normal,0,Medium
P0130,Lathe_M1,Idle,7,16,No,Evening,Bearing_Steel_Chrome,68,5,52,Assembly_M4,Polishing_M3,4,0,0,,Medium,Warm,0,Low
P0064,Polishing_M3,Maintenance,4,41,No,Night,Bearing_Stainless,32,11,53,Packaging_Line,Polishing_M3,28,0,2,2,Low,Normal,0,High
P0499,Grinding_M2,Maintenance,8,33,No,Evening,Ceramic_Hybrid,38,9,45,Assembly_M4,Lathe_M1,22,0,2,,Medium,Normal,0,High
P0373,Assembly_M4,Busy,10,27,No,Night,Bearing_Steel_Chrome,25,15,41,Assembly_M4,Polishing_M3,21,0,1,2,Medium,Normal,0,High
P0053,Lathe_M1,Overloaded,13,40,No,Evening,Bearing_Stainless,78,24,5,Packaging_Line,Grinding_M2,22,0,3,,Medium,Hot,0,High
P0354,Assembly_M4,Overloaded,22,44,No,Morning,Ceramic_Hybrid,39,22,51,Assembly_M4,Assembly_M4,9,0,3,0,High,Normal,1,Low
P0141,Lathe_M1,Busy,20,13,No,Evening,Ceramic_Hybrid,34,21,57,Polishing_M3,Lathe_M1,26,0,1,,High,Normal,1,High
P0074,Assembly_M4,Busy,8,39,Yes,Morning,Bearing_Steel_Chrome,76,26,30,Assembly_M4,Polishing_M3,11,1,1,0,Medium,Hot,0,Medium
P0197,Lathe_M1,Idle,5,6,No,Evening,Bearing_Stainless,31,19,31,Packaging_Line,Lathe_M1,2,0,0,,Medium,Normal,0,Low
P0294,Grinding_M2,Overloaded,16,28,No,Evening,Ceramic_Hybrid,49,8,56,Assembly_M4,Grinding_M2,6,0,3,,High,Normal,1,Low
P0492,Lathe_M1,Busy,20,28,Yes,Evening,Ceramic_Hybrid,57,18,33,Packaging_Line,Lathe_M1,11,1,1,,High,Warm,1,Medium
P0135,Polishing_M3,Maintenance,21,30,Yes,Night,Bearing_Stainless,52,19,25,Packaging_Line,Grinding_M2,17,1,2,2,High,Warm,1,Medium
P0063,Grinding_M2,Busy,6,21,No,Morning,Ceramic_Hybrid,44,10,53,Packaging_Line,Lathe_M1,20,0,1,0,Medium,Normal,0,High
P0415,Polishing_M3,Overloaded,21,26,Yes,Night,Ceramic_Hybrid,52,9,53,Assembly_M4,Polishing_M3,7,1,3,2,High,Warm,1,Low
P0436,Grinding_M2,Idle,0,36,No,Night,Bearing_Steel_Chrome,37,24,55,Grinding_M2,Grinding_M2,27,0,0,2,Low,Normal,0,High
P0406,Grinding_M2,Idle,23,23,No,Morning,Bearing_Stainless,56,18,49,Assembly_M4,Assembly_M4,29,0,0,0,High,Warm,1,High
P0412,Grinding_M2,Busy,15,44,Yes,Evening,Bearing_Stainless,43,19,5,Packaging_Line,Assembly_M4,14,1,1,,High,Normal,1,Medium
P0394,Assembly_M4,Busy,18,6,Yes,Evening,Ceramic_Hybrid,78,29,53,Grinding_M2,Assembly_M4,18,1,1,,High,Hot,1,Medium
P0239,Polishing_M3,Idle,5,8,Yes,Morning,Bearing_Stainless,25,9,33,Grinding_M2,Lathe_M1,23,1,0,0,Medium,Normal,0,High
P0266,Grinding_M2,Overloaded,6,7,Yes,Morning,Bearing_Stainless,56,11,14,Polishing_M3,Polishing_M3,19,1,3,0,Medium,Warm,0,Medium
P0486,Polishing_M3,Busy,13,38,No,Morning,Ceramic_Hybrid,84,2,27,Assembly_M4,Grinding_M2,23,0,1,0,Medium,Hot,0,High
P0321,Polishing_M3,Busy,17,11,Yes,Night,Ceramic_Hybrid,53,9,5,Polishing_M3,Grinding_M2,25,1,1,2,High,Warm,1,High
P0338,Polishing_M3,Busy,22,7,Yes,Morning,Bearing_Steel_Chrome,48,24,12,Assembly_M4,Grinding_M2,22,1,1,0,High,Normal,1,High
P0393,Assembly_M4,Busy,24,41,No,Night,Ceramic_Hybrid,27,20,37,Assembly_M4,Polishing_M3,28,0,1,2,High,Normal,1,High
P0248,Grinding_M2,Maintenance,14,12,No,Evening,Bearing_Steel_Chrome,58,4,36,Grinding_M2,Grinding_M2,24,0,2,,Medium,Warm,0,High
P0226,Assembly_M4,Maintenance,13,36,No,Morning,Bearing_Stainless,80,15,47,Polishing_M3,Polishing_M3,16,0,2,0,Medium,Hot,0,Medium
P0442,Polishing_M3,Overloaded,3,41,No,Morning,Bearing_Stainless,78,22,18,Grinding_M2,Polishing_M3,23,0,3,0,Low,Hot,0,High
P0124,Assembly_M4,Busy,15,22,No,Evening,Bearing_Steel_Chrome,31,11,11,Polishing_M3,Lathe_M1,1,0,1,,High,Normal,1,Low
P0026,Polishing_M3,Maintenance,22,25,No,Morning,Bearing_Steel_Chrome,43,17,23,Assembly_M4,Polishing_M3,4,0,2,0,High,Normal,1,Low
P0098,Grinding_M2,Maintenance,17,6,No,Evening,Bearing_Stainless,25,16,9,Packaging_Line,Lathe_M1,20,0,2,,High,Normal,1,High
P0047,Assembly_M4,Maintenance,10,6,Yes,Morning,Ceramic_Hybrid,27,24,59,Assembly_M4,Lathe_M1,12,1,2,0,Medium,Normal,0,Medium
P0026,Polishing_M3,Maintenance,19,9,No,Evening,Ceramic_Hybrid,61,7,34,Grinding_M2,Lathe_M1,9,0,2,,High,Warm,1,Low
P0221,Grinding_M2,Overloaded,1,39,No,Evening,Bearing_Stainless,76,27,26,Grinding_M2,Assembly_M4,12,0,3,,Low,Hot,0,Medium
P0027,Grinding_M2,Overloaded,23,21,No,Morning,Bearing_Stainless,34,25,50,Packaging_Line,Polishing_M3,23,0,3,0,High,Normal,1,High
P0423,Lathe_M1,Idle,16,21,Yes,Evening,Bearing_Stainless,38,10,44,Assembly_M4,Polishing_M3,2,1,0,,High,Normal,1,Low
P0387,Grinding_M2,Idle,12,29,No,Night,Bearing_Steel_Chrome,63,10,58,Grinding_M2,Lathe_M1,22,0,0,2,Medium,Warm,0,High
P0071,Polishing_M3,Maintenance,10,8,No,Morning,Ceramic_Hybrid,50,27,33,Polishing_M3,Polishing_M3,13,0,2,0,Medium,Warm,0,Medium
P0477,Polishing_M3,Idle,1,27,No,Night,Ceramic_Hybrid,61,12,10,Assembly_M4,Polishing_M3,18,0,0,2,Low,Warm,0,Medium
P0260,Assembly_M4,Overloaded,20,40,No,Morning,Bearing_Stainless,65,7,38,Assembly_M4,Lathe_M1,17,0,3,0,High,Warm,1,Medium
P0214,Polishing_M3,Busy,4,29,No,Evening,Ceramic_Hybrid,62,27,16,Polishing_M3,Lathe_M1,23,0,1,,Low,Warm,0,High
P0299,Assembly_M4,Idle,20,26,No,Morning,Ceramic_Hybrid,45,28,35,Polishing_M3,Lathe_M1,6,0,0,0,High,Normal,1,Low
P0294,Lathe_M1,Idle,7,38,Yes,Evening,Bearing_Stainless,36,14,57,Packaging_Line,Grinding_M2,7,1,0,,Medium,Normal,0,Low
P0212,Grinding_M2,Maintenance,9,21,No,Night,Ceramic_Hybrid,50,22,32,Grinding_M2,Grinding_M2,26,0,2,2,Medium,Warm,0,High
P0266,Grinding_M2,Overloaded,13,6,No,Night,Bearing_Stainless,84,23,47,Assembly_M4,Grinding_M2,1,0,3,2,Medium,Hot,0,Low
P0236,Polishing_M3,Overloaded,18,40,No,Night,Bearing_Stainless,75,27,33,Polishing_M3,Grinding_M2,21,0,3,2,High,Hot,1,High
P0143,Polishing_M3,Idle,10,44,No,Evening,Ceramic_Hybrid,35,5,53,Polishing_M3,Assembly_M4,27,0,0,,Medium,Normal,0,High
P0163,Assembly_M4,Overloaded,6,44,No,Evening,Bearing_Steel_Chrome,59,23,38,Packaging_Line,Assembly_M4,23,0,3,,Medium,Warm,0,High
P0420,Polishing_M3,Idle,14,28,No,Morning,Bearing_Stainless,78,23,9,Grinding_M2,Polishing_M3,24,0,0,0,Medium,Hot,0,High
P0474,Assembly_M4,Overloaded,0,40,No,Morning,Bearing_Steel_Chrome,71,21,23,Assembly_M4,Polishing_M3,3,0,3,0,Low,Hot,0,Low
P0071,Lathe_M1,Idle,19,21,Yes,Morning,Ceramic_Hybrid,83,14,47,Polishing_M3,Grinding_M2,2,1,0,0,High,Hot,1,Low
P0027,Lathe_M1,Maintenance,8,30,No,Night,Bearing_Stainless,26,22,13,Grinding_M2,Grinding_M2,9,0,2,2,Medium,Normal,0,Low
P0003,Grinding_M2,Maintenance,7,21,No,Evening,Ceramic_Hybrid,25,26,47,Polishing_M3,Polishing_M3,8,0,2,,Medium,Normal,0,Low
P0165,Polishing_M3,Busy,9,29,Yes,Night,Ceramic_Hybrid,63,4,7,Polishing_M3,Lathe_M1,18,1,1,2,Medium,Warm,0,Medium
P0468,Grinding_M2,Maintenance,4,34,Yes,Morning,Bearing_Stainless,62,3,16,Packaging_Line,Grinding_M2,19,1,2,0,Low,Warm,0,Medium
P0480,Polishing_M3,Busy,4,21,Yes,Evening,Ceramic_Hybrid,34,26,59,Grinding_M2,Polishing_M3,17,1,1,,Low,Normal,0,Medium
P0146,Assembly_M4,Maintenance,14,16,Yes,Night,Bearing_Stainless,40,25,23,Assembly_M4,Grinding_M2,8,1,2,2,Medium,Normal,0,Low
P0415,Lathe_M1,Overloaded,20,21,Yes,Night,Bearing_Stainless,47,6,58,Assembly_M4,Grinding_M2,16,1,3,2,High,Normal,1,Medium
P0008,Polishing_M3,Overloaded,5,12,Yes,Morning,Ceramic_Hybrid,49,19,29,Packaging_Line,Assembly_M4,12,1,3,0,Medium,Normal,0,Medium
P0264,Polishing_M3,Busy,14,30,No,Night,Bearing_Steel_Chrome,65,14,30,Polishing_M3,Grinding_M2,15,0,1,2,Medium,Warm,0,Medium
P0245,Polishing_M3,Idle,9,20,Yes,Evening,Bearing_Stainless,31,18,27,Polishing_M3,Assembly_M4,26,1,0,,Medium,Normal,0,High
P0386,Polishing_M3,Overloaded,20,26,No,Night,Ceramic_Hybrid,82,8,18,Grinding_M2,Polishing_M3,15,0,3,2,High,Hot,1,Medium
P0335,Polishing_M3,Idle,20,11,Yes,Night,Bearing_Steel_Chrome,33,20,52,Packaging_Line,Polishing_M3,8,1,0,2,High,Normal,1,Low
P0082,Assembly_M4,Overloaded,17,27,Yes,Night,Bearing_Stainless,53,19,35,Assembly_M4,Grinding_M2,20,1,3,2,High,Warm,1,High
P0113,Grinding_M2,Maintenance,6,39,Yes,Evening,Ceramic_Hybrid,42,28,46,Assembly_M4,Assembly_M4,7,1,2,,Medium,Normal,0,Low
P0360,Assembly_M4,Idle,16,18,Yes,Night,Ceramic_Hybrid,55,25,39,Grinding_M2,Assembly_M4,12,1,0,2,High,Warm,1,Medium
P0271,Polishing_M3,Busy,12,38,Yes,Morning,Ceramic_Hybrid,27,6,47,Polishing_M3,Grinding_M2,8,1,1,0,Medium,Normal,0,Low
P0085,Polishing_M3,Maintenance,22,27,Yes,Night,Bearing_Steel_Chrome,68,8,19,Packaging_Line,Lathe_M1,24,1,2,2,High,Warm,1,High
P0461,Assembly_M4,Busy,16,8,No,Morning,Ceramic_Hybrid,53,23,29,Packaging_Line,Assembly_M4,13,0,1,0,High,Warm,1,Medium
P0289,Lathe_M1,Maintenance,17,37,No,Night,Bearing_Steel_Chrome,40,14,46,Packaging_Line,Polishing_M3,12,0,2,2,High,Normal,1,Medium
P0419,Lathe_M1,Idle,1,39,Yes,Morning,Bearing_Stainless,66,3,34,Assembly_M4,Lathe_M1,27,1,0,0,Low,Warm,0,High
P0278,Lathe_M1,Busy,22,17,No,Morning,Bearing_Stainless,37,19,36,Packaging_Line,Grinding_M2,3,0,1,0,High,Normal,1,Low
P0394,Grinding_M2,Maintenance,6,33,No,Evening,Bearing_Stainless,73,22,48,Packaging_Line,Assembly_M4,25,0,2,,Medium,Hot,0,High
P0042,Grinding_M2,Overloaded,15,14,Yes,Morning,Ceramic_Hybrid,54,26,43,Packaging_Line,Grinding_M2,20,1,3,0,High,Warm,1,High
P0373,Grinding_M2,Busy,4,5,Yes,Evening,Bearing_Stainless,54,18,7,Packaging_Line,Assembly_M4,13,1,1,,Low,Warm,0,Medium
P0422,Grinding_M2,Idle,13,34,No,Evening,Bearing_Steel_Chrome,74,5,22,Assembly_M4,Grinding_M2,5,0,0,,Medium,Hot,0,Low
P0480,Lathe_M1,Busy,24,5,No,Night,Bearing_Steel_Chrome,77,15,19,Polishing_M3,Grinding_M2,9,0,1,2,High,Hot,1,Low
P0035,Lathe_M1,Busy,14,28,No,Night,Ceramic_Hybrid,28,13,41,Grinding_M2,Grinding_M2,29,0,1,2,Medium,Normal,0,High
P0380,Lathe_M1,Maintenance,4,10,No,Morning,Ceramic_Hybrid,63,25,50,Polishing_M3,Lathe_M1,24,0,2,0,Low,Warm,0,High
P0072,Polishing_M3,Idle,10,17,No,Night,Ceramic_Hybrid,58,26,11,Assembly_M4,Grinding_M2,20,0,0,2,Medium,Warm,0,High
P0155,Grinding_M2,Idle,3,12,No,Evening,Bearing_Stainless,44,23,57,Grinding_M2,Grinding_M2,19,0,0,,Low,Normal,0,Medium
P0321,Assembly_M4,Maintenance,12,14,Yes,Evening,Ceramic_Hybrid,67,3,30,Packaging_Line,Polishing_M3,9,1,2,,Medium,Warm,0,Low
P0357,Assembly_M4,Maintenance,16,7,Yes,Evening,Bearing_Stainless,80,7,9,Polishing_M3,Assembly_M4,5,1,2,,High,Hot,1,Low
P0124,Grinding_M2,Overloaded,21,27,Yes,Evening,Bearing_Steel_Chrome,73,10,39,Packaging_Line,Assembly_M4,20,1,3,,High,Hot,1,High
P0286,Grinding_M2,Maintenance,16,39,Yes,Evening,Bearing_Steel_Chrome,74,19,21,Assembly_M4,Lathe_M1,24,1,2,,High,Hot,1,High
P0473,Assembly_M4,Overloaded,2,36,Yes,Night,Ceramic_Hybrid,59,7,17,Polishing_M3,Lathe_M1,24,1,3,2,Low,Warm,0,High
P0138,Assembly_M4,Busy,14,29,Yes,Morning,Ceramic_Hybrid,33,5,18,Polishing_M3,Assembly_M4,5,1,1,0,Medium,Normal,0,Low
P0107,Polishing_M3,Overloaded,1,15,Yes,Morning,Bearing_Steel_Chrome,65,25,7,Grinding_M2,Assembly_M4,27,1,3,0,Low,Warm,0,High
P0469,Grinding_M2,Idle,8,7,No,Morning,Ceramic_Hybrid,49,3,16,Assembly_M4,Polishing_M3,10,0,0,0,Medium,Normal,0,Medium
P0195,Assembly_M4,Overloaded,8,19,No,Evening,Bearing_Stainless,64,26,9,Packaging_Line,Assembly_M4,11,0,3,,Medium,Warm,0,Medium
P0051,Assembly_M4,Overloaded,1,28,Yes,Evening,Bearing_Stainless,84,16,42,Packaging_Line,Lathe_M1,8,1,3,,Low,Hot,0,Low
P0289,Grinding_M2,Idle,4,30,Yes,Evening,Ceramic_Hybrid,42,7,41,Packaging_Line,Polishing_M3,28,1,0,,Low,Normal,0,High
P0079,Grinding_M2,Overloaded,15,17,Yes,Evening,Ceramic_Hybrid,52,6,17,Polishing_M3,Assembly_M4,17,1,3,,High,Warm,1,Medium
P0282,Polishing_M3,Overloaded,17,44,No,Night,Ceramic_Hybrid,69,20,7,Packaging_Line,Assembly_M4,24,0,3,2,High,Warm,1,High
P0087,Polishing_M3,Idle,7,38,Yes,Night,Ceramic_Hybrid,64,28,17,Packaging_Line,Grinding_M2,13,1,0,2,Medium,Warm,0,Medium
P0470,Lathe_M1,Busy,0,10,Yes,Night,Bearing_Steel_Chrome,48,20,20,Grinding_M2,Assembly_M4,8,1,1,2,Low,Normal,0,Low
P0071,Grinding_M2,Busy,0,17,Yes,Morning,Bearing_Steel_Chrome,67,14,29,Packaging_Line,Polishing_M3,21,1,1,0,Low,Warm,0,High
P0031,Assembly_M4,Maintenance,9,40,Yes,Morning,Ceramic_Hybrid,51,7,11,Packaging_Line,Lathe_M1,5,1,2,0,Medium,Warm,0,Low
P0009,Polishing_M3,Overloaded,10,35,Yes,Night,Ceramic_Hybrid,47,11,14,Packaging_Line,Grinding_M2,11,1,3,2,Medium,Normal,0,Medium
P0055,Lathe_M1,Idle,20,34,Yes,Morning,Ceramic_Hybrid,63,19,40,Assembly_M4,Polishing_M3,2,1,0,0,High,Warm,1,Low
P0137,Assembly_M4,Busy,13,17,No,Evening,Bearing_Stainless,53,13,43,Polishing_M3,Grinding_M2,2,0,1,,Medium,Warm,0,Low
P0154,Lathe_M1,Busy,12,31,Yes,Evening,Bearing_Stainless,73,10,21,Packaging_Line,Assembly_M4,8,1,1,,Medium,Hot,0,Low
P0029,Lathe_M1,Idle,1,28,Yes,Evening,Bearing_Stainless,69,4,52,Assembly_M4,Lathe_M1,6,1,0,,Low,Warm,0,Low
P0459,Lathe_M1,Idle,18,34,Yes,Night,Ceramic_Hybrid,31,11,45,Packaging_Line,Polishing_M3,2,1,0,2,High,Normal,1,Low
P0024,Lathe_M1,Overloaded,14,34,Yes,Morning,Bearing_Stainless,61,23,8,Grinding_M2,Grinding_M2,20,1,3,0,Medium,Warm,0,High
P0301,Grinding_M2,Maintenance,3,8,Yes,Evening,Bearing_Steel_Chrome,51,18,16,Polishing_M3,Assembly_M4,22,1,2,,Low,Warm,0,High
P0347,Polishing_M3,Maintenance,16,14,Yes,Night,Ceramic_Hybrid,78,2,26,Grinding_M2,Polishing_M3,26,1,2,2,High,Hot,1,High
P0028,Lathe_M1,Maintenance,23,22,Yes,Morning,Bearing_Stainless,74,15,51,Packaging_Line,Polishing_M3,29,1,2,0,High,Hot,1,High
P0016,Polishing_M3,Maintenance,11,40,No,Morning,Bearing_Stainless,83,4,56,Packaging_Line,Assembly_M4,29,0,2,0,Medium,Hot,0,High
P0096,Assembly_M4,Busy,11,11,No,Morning,Ceramic_Hybrid,53,12,37,Grinding_M2,Lathe_M1,6,0,1,0,Medium,Warm,0,Low
P0138,Grinding_M2,Maintenance,14,19,Yes,Night,Bearing_Stainless,56,20,15,Assembly_M4,Polishing_M3,26,1,2,2,Medium,Warm,0,High
P0055,Lathe_M1,Busy,22,30,No,Evening,Bearing_Stainless,58,15,38,Assembly_M4,Lathe_M1,29,0,1,,High,Warm,1,High
P0068,Lathe_M1,Idle,3,21,No,Evening,Ceramic_Hybrid,59,14,45,Packaging_Line,Lathe_M1,7,0,0,,Low,Warm,0,Low
P0014,Lathe_M1,Overloaded,14,33,Yes,Night,Ceramic_Hybrid,53,12,56,Assembly_M4,Assembly_M4,2,1,3,2,Medium,Warm,0,Low
P0007,Polishing_M3,Maintenance,14,18,No,Morning,Ceramic_Hybrid,44,23,15,Polishing_M3,Grinding_M2,27,0,2,0,Medium,Normal,0,High
P0351,Assembly_M4,Idle,2,21,Yes,Evening,Bearing_Stainless,68,25,32,Assembly_M4,Assembly_M4,29,1,0,,Low,Warm,0,High
P0075,Lathe_M1,Idle,20,20,No,Evening,Bearing_Stainless,61,28,24,Assembly_M4,Assembly_M4,6,0,0,,High,Warm,1,Low
P0401,Lathe_M1,Overloaded,18,9,No,Morning,Ceramic_Hybrid,27,28,5,Packaging_Line,Grinding_M2,26,0,3,0,High,Normal,1,High
P0235,Lathe_M1,Idle,5,19,No,Morning,Bearing_Stainless,58,4,53,Assembly_M4,Assembly_M4,25,0,0,0,Medium,Warm,0,High
P0412,Polishing_M3,Maintenance,23,16,No,Evening,Ceramic_Hybrid,42,16,48,Polishing_M3,Polishing_M3,16,0,2,,High,Normal,1,Medium
P0165,Grinding_M2,Maintenance,7,29,No,Morning,Bearing_Stainless,41,22,12,Assembly_M4,Polishing_M3,15,0,2,0,Medium,Normal,0,Medium
P0377,Assembly_M4,Idle,13,11,No,Evening,Bearing_Stainless,27,13,57,Packaging_Line,Polishing_M3,24,0,0,,Medium,Normal,0,High
P0059,Grinding_M2,Idle,2,24,Yes,Night,Bearing_Stainless,70,16,29,Polishing_M3,Assembly_M4,14,1,0,2,Low,Hot,0,Medium
P0409,Polishing_M3,Busy,6,21,No,Night,Bearing_Stainless,68,21,40,Polishing_M3,Polishing_M3,9,0,1,2,Medium,Warm,0,Low
P0124,Polishing_M3,Idle,5,26,No,Evening,Bearing_Steel_Chrome,78,22,57,Packaging_Line,Assembly_M4,2,0,0,,Medium,Hot,0,Low
P0299,Assembly_M4,Maintenance,23,12,Yes,Evening,Ceramic_Hybrid,35,14,21,Grinding_M2,Lathe_M1,8,1,2,,High,Normal,1,Low
P0394,Grinding_M2,Overloaded,20,22,Yes,Night,Ceramic_Hybrid,54,19,50,Grinding_M2,Assembly_M4,15,1,3,2,High,Warm,1,Medium
